case_id,factor,factor_family,factor_level,seed,scenario_label,valid_pulse_fraction,texture_sigma_config,azimuth_subcell_count_config,texture_nonuniformity_cv,p38_slope_rad_per_hz,p38_intercept_rad,p38_rmse_rad,p38_inlier_ratio,p38_accepted_sample_count,coherence_mean,coherence_p10,F1_F2_energy_ratio_dB,phase_variance_rad2,distance_to_clutter_ridge_hz,distance_to_clutter_ridge_mps,clutter_ridge_angle_deg_diagnostic,target_beam_hypothesis_angle_deg,distance_to_support_edge_rows,distance_to_support_edge_hz,target_fd_truth_hz,fa_ctr_hz,target_row_truth,target_range_bin_truth,dynamic_support_row_start,dynamic_support_row_end,target_bin_bytes,background_bin_bytes,target_input_sha256,background_input_sha256,best_strict_expert,best_strict_SCNR_improvement_dB,best_adaptive_expert,best_adaptive_SCNR_improvement_dB,best_overall_expert,best_overall_SCNR_improvement_dB,current_SCNR_improvement_dB,current_target_loss_dB,current_Pfa,current_failure,phase_only_SCNR_improvement_dB,phase_only_target_loss_dB,phase_only_Pfa,phase_only_failure,row_ls_SCNR_improvement_dB,row_ls_target_loss_dB,row_ls_Pfa,row_ls_failure,robust_row_ls_SCNR_improvement_dB,robust_row_ls_target_loss_dB,robust_row_ls_Pfa,robust_row_ls_failure,dl_mvdr_SCNR_improvement_dB,dl_mvdr_target_loss_dB,dl_mvdr_Pfa,dl_mvdr_failure,shrinkage_mvdr_SCNR_improvement_dB,shrinkage_mvdr_target_loss_dB,shrinkage_mvdr_Pfa,shrinkage_mvdr_failure,jdl_SCNR_improvement_dB,jdl_target_loss_dB,jdl_Pfa,jdl_failure,current_residual_p95_dB_over_input_median,current_residual_p99_dB_over_input_median,current_residual_cvar95_dB_over_input_median,dl_global_covariance_condition_number,dl_global_covariance_condition_number_p95,dl_global_estimated_clutter_rank,jdl_covariance_condition_number,jdl_estimated_clutter_rank,adaptive_failure
baseline_v2_transitionpilottargetsnrdbm18p0_s20261121,target_snr_db,transition,-18.0,20261121,Baseline V2 controlled single-target case,1.0,0.4,9.0,0.9396913139741971,0.0008749257533954036,-0.00797150788522385,0.0039506352909800275,1.0,34.0,0.7166071215450446,0.3292925790166841,-0.0699065404656909,0.06607249875974752,52.61643025259899,0.49293777989413157,-0.47072620134337606,0.0,18,180.0,-53.2468982695,-0.6304680169010106,60,2200,42,88,49204480,49204480,322443f83cebb07ad3cf8aeb51e3ff48755c1c148c6e7d8f0be23d7c798b33f0,584fb081ada382298adf404b786b7d6b3c21d9746a5f782f65c7f57b9a21b1bc,Current legacy CSI [production replay],12.594131502597845,DL-SMI/MVDR local,-0.1704528733133479,Current legacy CSI [production replay],12.594131502597845,12.594131502597845,-5.937022605520388,3.224093460779851e-05,0,10.163282409223626,-6.683983356347217,0.0,0,10.326926887402538,-6.699514945184899,1.8965255651646184e-06,0,10.320774755787967,-6.668711711392573,1.8965255651646184e-06,0,-1.003928527316468,-0.011262891752271565,0.001640494613867395,0,-0.8201698156332675,-0.011259299829893281,0.0016746320740403582,0,-0.8603725179225421,1.5727953542664552,0.0015153239265665302,0,7.076931004019387,11.099558275409048,10.098110833157929,16484.29114703252,83041.1370892627,1.0,3019673.5176100754,4.107692307692307,0
baseline_v2_transitionpilottargetsnrdbm18p0_s20261122,target_snr_db,transition,-18.0,20261122,Baseline V2 controlled single-target case,1.0,0.4,9.0,0.9348446880291162,0.0008846051248461766,-0.0007693061981262834,0.004559479988854978,1.0,34.0,0.7199094726984341,0.33252337415070427,-0.0700616416363374,0.0704369242740025,54.415872236142,0.5097958778714676,-0.48682506120000907,0.0,18,180.0,-53.2468982695,1.1689739666420025,60,2200,42,88,49204480,49204480,d3a8035acdcfd66401a0347bce2e19c605a9577a1f8d777132d081ffe31ea282,8eddfcaa5336a777fddc73cf5dd05ebb9c32b394d592710161c16c233086c885,Current legacy CSI [scientific controlled],19.766744124945,DL-SMI/MVDR local,-0.019292589277064565,Current legacy CSI [scientific controlled],19.766744124945,19.76672282681185,-7.5464915168837035,3.0344409042633894e-05,0,18.36197114876327,-6.717119660604627,0.0,0,18.2348013466997,-6.770170158979497,0.0,0,18.219500090219334,-6.7378408019990115,0.0,0,-0.7912446813296299,-0.01125490015435925,0.0015779092702169625,0,-0.6192386992528505,-0.011240480133316959,0.0016044606281292672,0,-0.5743975332220614,1.4605835149925586,0.00146601426187225,0,7.027832261423461,10.983788044380574,10.045913554458236,15590.243488045662,76267.949980381,1.0,2931207.048281439,4.115384615384615,0
baseline_v2_transitionpilottargetsnrdbm18p0_s20261123,target_snr_db,transition,-18.0,20261123,Baseline V2 controlled single-target case,1.0,0.4,9.0,0.9245435490397574,0.0008657690664528655,-0.00800618540181344,0.0037256430395634986,1.0,34.0,0.7183875904134456,0.34635037082977016,-0.06752243515970648,0.06108134598543738,52.88946844361792,0.49549574209455155,-0.47316895818280424,0.0,18,180.0,-53.2468982695,-0.35742982588207617,60,2200,42,88,49204480,49204480,35c4d7a1073b7673d34f0e2d8627fd275649c041b589f8feff3465fae208e7ed,69bfe7c15692f53b27c325843614becb5d91a335b117bc0927bd191aca3233eb,Current legacy CSI [scientific controlled],15.321354953651824,DL-SMI/MVDR local,-0.08154018747952918,Current legacy CSI [scientific controlled],15.321354953651824,15.321354244921341,-6.302838904708189,1.327567895615233e-05,0,12.655769674539183,-6.672965641787822,0.0,0,12.739461630441518,-6.6720266829304355,0.0,0,12.748160720685696,-6.653381187944204,0.0,0,-1.035364242227434,-0.011312453566255088,0.001570323167956304,0,-0.8138204744627195,-0.011306113682122438,0.0016215293582157488,0,-1.4652319352363463,1.357300590826723,0.0014622212107419208,0,7.060650595589153,11.022400993342561,10.00367448446501,16379.310738033679,83329.15088677654,1.0,2972051.246386387,4.092307692307692,0
baseline_v2_transitionpilottargetsnrdbm12p0_s20261121,target_snr_db,transition,-12.0,20261121,Baseline V2 controlled single-target case,1.0,0.4,9.0,0.9396913139741971,0.0008749257533954036,-0.00797150788522385,0.0039506352909800275,1.0,34.0,0.7166071215450446,0.3292925790166841,-0.0699065404656909,0.06607249875974752,52.61643025259899,0.49293777989413157,-0.47072620134337606,0.0,18,180.0,-53.2468982695,-0.6304680169010106,60,2200,42,88,49204480,49204480,7c732ad081a08a864fafc3569f0d55bae4f564c448c0317bbdb0a9e00ff77d5a,584fb081ada382298adf404b786b7d6b3c21d9746a5f782f65c7f57b9a21b1bc,Current legacy CSI [production replay],12.411958068351716,DL-SMI/MVDR local,-0.17045280092952098,Current legacy CSI [production replay],12.411958068351716,12.411958068351716,-6.119377448934685,3.224093460779851e-05,0,10.163304716761289,-6.6840955941047735,0.0,0,10.326926836892106,-6.699514995695328,1.8965255651646184e-06,0,10.32077470508769,-6.6687117620928476,1.8965255651646184e-06,0,-1.0039284555006347,-0.011262819936442257,0.001640494613867395,0,-0.8201697432593491,-0.011259227455979223,0.0016746320740403582,0,-0.8603724475771948,1.5727954246117966,0.0015153239265665302,0,7.076931004019387,11.099558275409048,10.098110833157929,16484.29114703252,83041.1370892627,1.0,3019673.5176100754,4.107692307692307,0
baseline_v2_transitionpilottargetsnrdbm12p0_s20261122,target_snr_db,transition,-12.0,20261122,Baseline V2 controlled single-target case,1.0,0.4,9.0,0.9348446880291162,0.0008846051248461766,-0.0007693061981262834,0.004559479988854978,1.0,34.0,0.7199094726984341,0.33252337415070427,-0.0700616416363374,0.0704369242740025,54.415872236142,0.5097958778714676,-0.48682506120000907,0.0,18,180.0,-53.2468982695,1.1689739666420025,60,2200,42,88,49204480,49204480,8449177277ec5078b68cbdb071ca3269bca46b3435096410a439d4a1b7019d1b,8eddfcaa5336a777fddc73cf5dd05ebb9c32b394d592710161c16c233086c885,Current legacy CSI [scientific controlled],19.922938802167728,DL-SMI/MVDR local,-0.019292675273558046,Current legacy CSI [scientific controlled],19.922938802167728,19.92264018861491,-7.390390065279828,3.0344409042633894e-05,0,18.361770725717253,-6.717208291414371,0.0,0,18.234801328151516,-6.77017017752768,0.0,0,18.219500071786776,-6.73784082043157,0.0,0,-0.7912447558848363,-0.011254974709562618,0.0015779092702169625,0,-0.619238778476749,-0.011240559357212842,0.0016044606281292672,0,-0.5743975991051222,1.4605834491094971,0.00146601426187225,0,7.027832261423461,10.983788044380574,10.045913554458236,15590.243488045662,76267.949980381,1.0,2931207.048281439,4.115384615384615,0
baseline_v2_transitionpilottargetsnrdbm12p0_s20261123,target_snr_db,transition,-12.0,20261123,Baseline V2 controlled single-target case,1.0,0.4,9.0,0.9245435490397574,0.0008657690664528655,-0.00800618540181344,0.0037256430395634986,1.0,34.0,0.7183875904134456,0.34635037082977016,-0.06752243515970648,0.06108134598543738,52.88946844361792,0.49549574209455155,-0.47316895818280424,0.0,18,180.0,-53.2468982695,-0.35742982588207617,60,2200,42,88,49204480,49204480,b36ef3c10223dd55396c98542f376ed3592f8425ca21dfcf8f642d5beb8f70e1,69bfe7c15692f53b27c325843614becb5d91a335b117bc0927bd191aca3233eb,Current legacy CSI [scientific controlled],14.29799173994205,DL-SMI/MVDR local,-0.08154026179231089,Current legacy CSI [scientific controlled],14.29799173994205,14.297982578995112,-7.326282574349943,1.327567895615233e-05,0,12.655724384668064,-6.673052028287195,0.0,0,12.739461592153997,-6.672026721217954,0.0,0,12.748160682280645,-6.653381226349254,0.0,0,-1.0353642963950058,-0.011312507733826329,0.001570323167956304,0,-0.813820539216513,-0.011306178435917733,0.0016215293582157488,0,-1.465232021683228,1.3573005043798403,0.0014622212107419208,0,7.060650595589153,11.022400993342561,10.00367448446501,16379.310738033679,83329.15088677654,1.0,2972051.246386387,4.092307692307692,0
baseline_v2_transitionpilottargetsnrdbm6p0_s20261121,target_snr_db,transition,-6.0,20261121,Baseline V2 controlled single-target case,1.0,0.4,9.0,0.9396913139741971,0.0008749257533954036,-0.00797150788522385,0.0039506352909800275,1.0,34.0,0.7166071215450446,0.3292925790166841,-0.0699065404656909,0.06607249875974752,52.61643025259899,0.49293777989413157,-0.47072620134337606,0.0,18,180.0,-53.2468982695,-0.6304680169010106,60,2200,42,88,49204480,49204480,ec877b1683bdd5bf721ac1291aea7a5d1788c2c0e53c3834034048e7e4883526,584fb081ada382298adf404b786b7d6b3c21d9746a5f782f65c7f57b9a21b1bc,Current legacy CSI [production replay],11.723648435280769,DL-SMI/MVDR local,-0.17045291914023686,Current legacy CSI [production replay],11.723648435280769,11.723648435280769,-6.808429135768477,3.224093460779851e-05,0,10.163396633748203,-6.684554193047667,0.0,0,10.326926951750739,-6.6995148808366976,1.8965255651646184e-06,0,10.320774819507221,-6.6687116476733195,1.8965255651646184e-06,0,-1.0039285785186056,-0.011262942954416245,0.001640494613867395,0,-0.8201698663573591,-0.011259350553987222,0.0016746320740403582,0,-0.8603725813906884,1.5727952907983038,0.0015153239265665302,0,7.076931004019387,11.099558275409048,10.098110833157929,16484.29114703252,83041.1370892627,1.0,3019673.5176100754,4.107692307692307,0
baseline_v2_transitionpilottargetsnrdbm6p0_s20261122,target_snr_db,transition,-6.0,20261122,Baseline V2 controlled single-target case,1.0,0.4,9.0,0.9348446880291162,0.0008846051248461766,-0.0007693061981262834,0.004559479988854978,1.0,34.0,0.7199094726984341,0.33252337415070427,-0.0700616416363374,0.0704369242740025,54.415872236142,0.5097958778714676,-0.48682506120000907,0.0,18,180.0,-53.2468982695,1.1689739666420025,60,2200,42,88,49204480,49204480,0007fe41f18cfee9746a6c55ff7ad57d80013cbc9c26acb0921190c00e8051fa,8eddfcaa5336a777fddc73cf5dd05ebb9c32b394d592710161c16c233086c885,Current legacy CSI [scientific controlled],20.024600064800936,DL-SMI/MVDR local,-0.019292684795907178,Current legacy CSI [scientific controlled],20.024600064800936,20.022989530936748,-7.2891677429944215,3.0344409042633894e-05,0,18.36082496177956,-6.71762382047392,0.0,0,18.234801368200362,-6.770170137478835,0.0,0,18.219500111688745,-6.7378407805295994,0.0,0,-0.7912447747576721,-0.01125499358240065,0.0015779092702169625,0,-0.6192387935700463,-0.011240574450509293,0.0016044606281292672,0,-0.5743976237098529,1.4605834245047646,0.00146601426187225,0,7.027832261423461,10.983788044380574,10.045913554458236,15590.243488045662,76267.949980381,1.0,2931207.048281439,4.115384615384615,0
baseline_v2_transitionpilottargetsnrdbm6p0_s20261123,target_snr_db,transition,-6.0,20261123,Baseline V2 controlled single-target case,1.0,0.4,9.0,0.9245435490397574,0.0008657690664528655,-0.00800618540181344,0.0037256430395634986,1.0,34.0,0.7183875904134456,0.34635037082977016,-0.06752243515970648,0.06108134598543738,52.88946844361792,0.49549574209455155,-0.47316895818280424,0.0,18,180.0,-53.2468982695,-0.35742982588207617,60,2200,42,88,49204480,49204480,45c6202b605b939f47f1d2153796a79ccb4f79833b0208695d138f91ce272dba,69bfe7c15692f53b27c325843614becb5d91a335b117bc0927bd191aca3233eb,Current legacy CSI [scientific controlled],14.307652447652915,DL-SMI/MVDR local,-0.08154024943518223,Current legacy CSI [scientific controlled],14.307652447652915,14.307588886693363,-7.317037150151656,1.327567895615233e-05,0,12.655499424473312,-6.6734830730802175,0.0,0,12.73946151975683,-6.672026793615121,0.0,0,12.748160609962198,-6.653381298667698,0.0,0,-1.0353642777405252,-0.011312489079347763,0.001570323167956304,0,-0.8138205209466758,-0.011306160166082069,0.0016215293582157488,0,-1.4652319987158489,1.3573005273472163,0.0014622212107419208,0,7.060650595589153,11.022400993342561,10.00367448446501,16379.310738033679,83329.15088677654,1.0,2972051.246386387,4.092307692307692,0
baseline_v2_transitionpilottargetsnrdb0p0_s20261121,target_snr_db,transition,0.0,20261121,Baseline V2 controlled single-target case,1.0,0.4,9.0,0.9396913139741971,0.0008749257533954036,-0.00797150788522385,0.0039506352909800275,1.0,34.0,0.7166071215450446,0.3292925790166841,-0.0699065404656909,0.06607249875974752,52.61643025259899,0.49293777989413157,-0.47072620134337606,0.0,18,180.0,-53.2468982695,-0.6304680169010106,60,2200,42,88,49204480,49204480,7c677207b6507fb7f0e809abe590c34915f774fd8559a76757332cbd657ac738,584fb081ada382298adf404b786b7d6b3c21d9746a5f782f65c7f57b9a21b1bc,Current legacy CSI [production replay],11.48895178760117,DL-SMI/MVDR local,-0.17045288008337955,Current legacy CSI [production replay],11.48895178760117,11.48895178760117,-7.046044741302873,3.224093460779851e-05,0,10.16375687499309,-6.686359727382878,0.0,0,10.326926982174315,-6.699514850413122,1.8965255651646184e-06,0,10.320774849784673,-6.668711617395867,1.8965255651646184e-06,0,-1.0039285435082395,-0.011262907944047516,0.001640494613867395,0,-0.8201698296845441,-0.011259313881173223,0.0016746320740403582,0,-0.8603725427907492,1.572795329398244,0.0015153239265665302,0,7.076931004019387,11.099558275409048,10.098110833157929,16484.29114703252,83041.1370892627,1.0,3019673.5176100754,4.107692307692307,0
