feature,outcome,n,pearson,spearman
valid_pulse_fraction,current_SCNR_improvement_dB,48,nan,nan
valid_pulse_fraction,row_ls_SCNR_improvement_dB,48,nan,nan
valid_pulse_fraction,best_adaptive_SCNR_improvement_dB,48,nan,nan
valid_pulse_fraction,current_failure,48,nan,nan
valid_pulse_fraction,row_ls_failure,48,nan,nan
valid_pulse_fraction,jdl_failure,48,nan,nan
valid_pulse_fraction,adaptive_failure,48,nan,nan
texture_sigma_config,current_SCNR_improvement_dB,48,nan,nan
texture_sigma_config,row_ls_SCNR_improvement_dB,48,nan,nan
texture_sigma_config,best_adaptive_SCNR_improvement_dB,48,nan,nan
texture_sigma_config,current_failure,48,nan,nan
texture_sigma_config,row_ls_failure,48,nan,nan
texture_sigma_config,jdl_failure,48,nan,nan
texture_sigma_config,adaptive_failure,48,nan,nan
azimuth_subcell_count_config,current_SCNR_improvement_dB,48,nan,nan
azimuth_subcell_count_config,row_ls_SCNR_improvement_dB,48,nan,nan
azimuth_subcell_count_config,best_adaptive_SCNR_improvement_dB,48,nan,nan
azimuth_subcell_count_config,current_failure,48,nan,nan
azimuth_subcell_count_config,row_ls_failure,48,nan,nan
azimuth_subcell_count_config,jdl_failure,48,nan,nan
azimuth_subcell_count_config,adaptive_failure,48,nan,nan
texture_nonuniformity_cv,current_SCNR_improvement_dB,48,-0.12459903343435133,-0.38789148480262264
texture_nonuniformity_cv,row_ls_SCNR_improvement_dB,48,-0.0586527903295647,-0.2599069847408436
texture_nonuniformity_cv,best_adaptive_SCNR_improvement_dB,48,-0.31067376356386983,-0.21265116933341752
texture_nonuniformity_cv,current_failure,48,nan,nan
texture_nonuniformity_cv,row_ls_failure,48,nan,nan
texture_nonuniformity_cv,jdl_failure,48,nan,nan
texture_nonuniformity_cv,adaptive_failure,48,nan,nan
p38_slope_rad_per_hz,current_SCNR_improvement_dB,48,0.38928862651511054,0.35507494632524345
p38_slope_rad_per_hz,row_ls_SCNR_improvement_dB,48,0.29164026426654666,0.1653953539259914
p38_slope_rad_per_hz,best_adaptive_SCNR_improvement_dB,48,-0.12326022598919409,-0.23627907703713058
p38_slope_rad_per_hz,current_failure,48,nan,nan
p38_slope_rad_per_hz,row_ls_failure,48,nan,nan
p38_slope_rad_per_hz,jdl_failure,48,nan,nan
p38_slope_rad_per_hz,adaptive_failure,48,nan,nan
p38_rmse_rad,current_SCNR_improvement_dB,48,0.752068176274393,0.6596124233953228
p38_rmse_rad,row_ls_SCNR_improvement_dB,48,0.6615076810002608,0.49618606177797414
p38_rmse_rad,best_adaptive_SCNR_improvement_dB,48,0.2598170221705255,0.09451163081485223
p38_rmse_rad,current_failure,48,nan,nan
p38_rmse_rad,row_ls_failure,48,nan,nan
p38_rmse_rad,jdl_failure,48,nan,nan
p38_rmse_rad,adaptive_failure,48,nan,nan
p38_inlier_ratio,current_SCNR_improvement_dB,48,nan,nan
p38_inlier_ratio,row_ls_SCNR_improvement_dB,48,nan,nan
p38_inlier_ratio,best_adaptive_SCNR_improvement_dB,48,nan,nan
p38_inlier_ratio,current_failure,48,nan,nan
p38_inlier_ratio,row_ls_failure,48,nan,nan
p38_inlier_ratio,jdl_failure,48,nan,nan
p38_inlier_ratio,adaptive_failure,48,nan,nan
p38_accepted_sample_count,current_SCNR_improvement_dB,48,nan,nan
p38_accepted_sample_count,row_ls_SCNR_improvement_dB,48,nan,nan
p38_accepted_sample_count,best_adaptive_SCNR_improvement_dB,48,nan,nan
p38_accepted_sample_count,current_failure,48,nan,nan
p38_accepted_sample_count,row_ls_failure,48,nan,nan
p38_accepted_sample_count,jdl_failure,48,nan,nan
p38_accepted_sample_count,adaptive_failure,48,nan,nan
coherence_mean,current_SCNR_improvement_dB,48,-0.1345435225400774,-0.07154005388068675
coherence_mean,row_ls_SCNR_improvement_dB,48,-0.18381661121567117,0.0
coherence_mean,best_adaptive_SCNR_improvement_dB,48,-0.01510005480619934,0.28353489244455665
coherence_mean,current_failure,48,nan,nan
coherence_mean,row_ls_failure,48,nan,nan
coherence_mean,jdl_failure,48,nan,nan
coherence_mean,adaptive_failure,48,nan,nan
coherence_p10,current_SCNR_improvement_dB,48,-0.39015614562606615,-0.2828785616750091
coherence_p10,row_ls_SCNR_improvement_dB,48,-0.323544504293211,-0.1653953539259914
coherence_p10,best_adaptive_SCNR_improvement_dB,48,0.14639920553148775,0.18902326162970445
coherence_p10,current_failure,48,nan,nan
coherence_p10,row_ls_failure,48,nan,nan
coherence_p10,jdl_failure,48,nan,nan
coherence_p10,adaptive_failure,48,nan,nan
F1_F2_energy_ratio_dB,current_SCNR_improvement_dB,48,-0.3982281245764927,-0.5696951079673037
F1_F2_energy_ratio_dB,row_ls_SCNR_improvement_dB,48,-0.260175720174477,-0.40167443096312194
F1_F2_energy_ratio_dB,best_adaptive_SCNR_improvement_dB,48,0.13666680405883896,0.0
F1_F2_energy_ratio_dB,current_failure,48,nan,nan
F1_F2_energy_ratio_dB,row_ls_failure,48,nan,nan
F1_F2_energy_ratio_dB,jdl_failure,48,nan,nan
F1_F2_energy_ratio_dB,adaptive_failure,48,nan,nan
phase_variance_rad2,current_SCNR_improvement_dB,48,0.5479437156995876,0.564444461810923
phase_variance_rad2,row_ls_SCNR_improvement_dB,48,0.45993620037715266,0.3780465232594089
phase_variance_rad2,best_adaptive_SCNR_improvement_dB,48,0.04003556782995508,-0.04725581540742611
phase_variance_rad2,current_failure,48,nan,nan
phase_variance_rad2,row_ls_failure,48,nan,nan
phase_variance_rad2,jdl_failure,48,nan,nan
phase_variance_rad2,adaptive_failure,48,nan,nan
distance_to_clutter_ridge_hz,current_SCNR_improvement_dB,48,0.7945793396995653,0.8368217311731707
distance_to_clutter_ridge_hz,row_ls_SCNR_improvement_dB,48,0.8241801598582847,0.8033488619262439
distance_to_clutter_ridge_hz,best_adaptive_SCNR_improvement_dB,48,0.49216032601996756,0.47255815407426116
distance_to_clutter_ridge_hz,current_failure,48,nan,nan
distance_to_clutter_ridge_hz,row_ls_failure,48,nan,nan
distance_to_clutter_ridge_hz,jdl_failure,48,nan,nan
distance_to_clutter_ridge_hz,adaptive_failure,48,nan,nan
distance_to_support_edge_rows,current_SCNR_improvement_dB,48,nan,nan
distance_to_support_edge_rows,row_ls_SCNR_improvement_dB,48,nan,nan
distance_to_support_edge_rows,best_adaptive_SCNR_improvement_dB,48,nan,nan
distance_to_support_edge_rows,current_failure,48,nan,nan
distance_to_support_edge_rows,row_ls_failure,48,nan,nan
distance_to_support_edge_rows,jdl_failure,48,nan,nan
distance_to_support_edge_rows,adaptive_failure,48,nan,nan
dl_global_covariance_condition_number,current_SCNR_improvement_dB,48,-0.24540588846875147,-0.39904910788493153
dl_global_covariance_condition_number,row_ls_SCNR_improvement_dB,48,-0.07110248877615188,-0.21265116933341752
dl_global_covariance_condition_number,best_adaptive_SCNR_improvement_dB,48,0.08419278518818697,0.0
dl_global_covariance_condition_number,current_failure,48,nan,nan
dl_global_covariance_condition_number,row_ls_failure,48,nan,nan
dl_global_covariance_condition_number,jdl_failure,48,nan,nan
dl_global_covariance_condition_number,adaptive_failure,48,nan,nan
dl_global_estimated_clutter_rank,current_SCNR_improvement_dB,48,nan,nan
dl_global_estimated_clutter_rank,row_ls_SCNR_improvement_dB,48,nan,nan
dl_global_estimated_clutter_rank,best_adaptive_SCNR_improvement_dB,48,nan,nan
dl_global_estimated_clutter_rank,current_failure,48,nan,nan
dl_global_estimated_clutter_rank,row_ls_failure,48,nan,nan
dl_global_estimated_clutter_rank,jdl_failure,48,nan,nan
dl_global_estimated_clutter_rank,adaptive_failure,48,nan,nan
current_residual_p95_dB_over_input_median,current_SCNR_improvement_dB,48,0.19655433772671768,-0.01903359231687996
