method,requested_pfa,threshold,empirical_pfa,causal_pd,paired_causal_hit,positive_roi_peak_power,negative_roi_peak_power,negative_score_cell_count,target_only_roi_peak_power,target_loss_db_vs_target_only_peak,scnr_db_vs_negative_peak,pfa_calibration_status
P1_estimated_M2_frequency_domain,0.01,477783.71875,0.010000228881835938,1.0,True,2617062.0,81.90946197509766,524288,2639825.0,-0.03761125958710783,-12.682150007018036,measured_from_negative_control_map
P1_estimated_M2_frequency_domain,0.001,3027447.0,0.0010013580322265625,0.0,False,2617062.0,81.90946197509766,524288,2639825.0,-0.03761125958710783,-12.682150007018036,measured_from_negative_control_map
P1_estimated_M2_frequency_domain,0.0001,10302648.0,0.0001010894775390625,0.0,False,2617062.0,81.90946197509766,524288,2639825.0,-0.03761125958710783,-12.682150007018036,measured_from_negative_control_map
