source_variant,output_dir,config_path,config_sha256,gmticore_exit_code,status,detection_csv,detection_count,p38_inlier_ratio_mean,p38_inlier_ratio_min,p38_inlier_ratio_max,cfar_margin_db_mean,cfar_margin_db_min,cfar_margin_db_max
/tmp/pgrcc_formal_clean_09bbd62/outputs/ai_csi_model_mismatch_seed2026091012/M3_internal_clutter_motion/moderate_motion,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091012/M3_internal_clutter_motion/moderate_motion,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091012/M3_internal_clutter_motion/moderate_motion/stage2/config/production_diagnostic.xml,4cf7200f5d89f985e877de6863e37b72fffae3925b6bb172d30ca2fd4e65891c,0,pass,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091012/M3_internal_clutter_motion/moderate_motion/stage2/algorithm_result/period_0000/detection_results_GMTI01.csv,6,1.0,1.0,1.0,9.263249597191457,4.70757559452145,14.0360837960786
/tmp/pgrcc_formal_clean_09bbd62/outputs/ai_csi_model_mismatch_seed2026091012/M3_internal_clutter_motion/static_regression,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091012/M3_internal_clutter_motion/static_regression,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091012/M3_internal_clutter_motion/static_regression/stage2/config/production_diagnostic.xml,d7e1cf51b6d818247defa7a1d37752785c6a309a7174e84e016988da71a65a99,0,pass,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091012/M3_internal_clutter_motion/static_regression/stage2/algorithm_result/period_0000/detection_results_GMTI01.csv,68,1.0,1.0,1.0,3.6093084887735607,0.0075796160452938,12.1299125673588
/tmp/pgrcc_formal_clean_09bbd62/outputs/ai_csi_model_mismatch_seed2026091012/M3_internal_clutter_motion/strong_motion,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091012/M3_internal_clutter_motion/strong_motion,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091012/M3_internal_clutter_motion/strong_motion/stage2/config/production_diagnostic.xml,f865e259572704ff310f62db67538c2894d92a571e70db429bdce669977942a1,0,pass,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091012/M3_internal_clutter_motion/strong_motion/stage2/algorithm_result/period_0000/detection_results_GMTI01.csv,6,1.0,1.0,1.0,7.743329385018481,5.06238781062301,9.04447630063246
/tmp/pgrcc_formal_clean_09bbd62/outputs/ai_csi_model_mismatch_seed2026091012/M3_internal_clutter_motion/weak_motion,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091012/M3_internal_clutter_motion/weak_motion,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091012/M3_internal_clutter_motion/weak_motion/stage2/config/production_diagnostic.xml,9ab70eb0ad5a37fba99ab793f1561c370fea169c0ba89a4a4b1ff5cd4fdfe384,0,pass,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091012/M3_internal_clutter_motion/weak_motion/stage2/algorithm_result/period_0000/detection_results_GMTI01.csv,2,1.0,1.0,1.0,10.84556167134633,9.10793660065586,12.5831867420368
/tmp/pgrcc_formal_clean_09bbd62/outputs/ai_csi_model_mismatch_seed2026091013/M1_fractional_channel_delay/moderate,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M1_fractional_channel_delay/moderate,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M1_fractional_channel_delay/moderate/stage2/config/production_diagnostic.xml,f875cf4d81efb2009b46d9c4233daae25efb06787e001151a6dd6f0825f44801,0,pass,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M1_fractional_channel_delay/moderate/stage2/algorithm_result/period_0000/detection_results_GMTI01.csv,41,1.0,1.0,1.0,1.865469516090668,0.0148891054023175,6.05282874420073
/tmp/pgrcc_formal_clean_09bbd62/outputs/ai_csi_model_mismatch_seed2026091013/M1_fractional_channel_delay/strong,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M1_fractional_channel_delay/strong,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M1_fractional_channel_delay/strong/stage2/config/production_diagnostic.xml,be4905a07e6b73e1a322858a8acb5995d3d9435fbe1faa3fbd3899f1e4d34e7c,0,pass,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M1_fractional_channel_delay/strong/stage2/algorithm_result/period_0000/detection_results_GMTI01.csv,22,1.0,1.0,1.0,0.1675112188161486,0.0109853933778483,1.7683893839644
/tmp/pgrcc_formal_clean_09bbd62/outputs/ai_csi_model_mismatch_seed2026091013/M1_fractional_channel_delay/weak,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M1_fractional_channel_delay/weak,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M1_fractional_channel_delay/weak/stage2/config/production_diagnostic.xml,6bbbfb39e7176888303e16ec72eeac532f8132f20d75c766819cc1875c5e7db0,0,pass,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M1_fractional_channel_delay/weak/stage2/algorithm_result/period_0000/detection_results_GMTI01.csv,56,1.0,1.0,1.0,2.920973871883512,0.00279571028874091,6.9873950611673
/tmp/pgrcc_formal_clean_09bbd62/outputs/ai_csi_model_mismatch_seed2026091013/M1_fractional_channel_delay/zero,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M1_fractional_channel_delay/zero,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M1_fractional_channel_delay/zero/stage2/config/production_diagnostic.xml,0b4fdccb9c76c4d1d895f3c31e2edd3606092e96a85f8e5450648fcf76336c5b,0,pass,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M1_fractional_channel_delay/zero/stage2/algorithm_result/period_0000/detection_results_GMTI01.csv,59,1.0,1.0,1.0,3.5552607361109962,0.00556875033078047,7.16349650771648
/tmp/pgrcc_formal_clean_09bbd62/outputs/ai_csi_model_mismatch_seed2026091013/M2_pulse_varying_differential_phase/moderate,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M2_pulse_varying_differential_phase/moderate,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M2_pulse_varying_differential_phase/moderate/stage2/config/production_diagnostic.xml,18b3fc75d9de9ef1db5af0ce91cd454c7da448858e452910afa8d31cd4b8972d,0,pass,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M2_pulse_varying_differential_phase/moderate/stage2/algorithm_result/period_0000/detection_results_GMTI01.csv,58,1.0,1.0,1.0,3.9148057756094268,0.0095974378760147,19.3285756501559
/tmp/pgrcc_formal_clean_09bbd62/outputs/ai_csi_model_mismatch_seed2026091013/M2_pulse_varying_differential_phase/strong,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M2_pulse_varying_differential_phase/strong,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M2_pulse_varying_differential_phase/strong/stage2/config/production_diagnostic.xml,54d9d5073d89b544869d7455c91bc3389b9de7f3668de15f4f80e46278f656b3,0,pass,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M2_pulse_varying_differential_phase/strong/stage2/algorithm_result/period_0000/detection_results_GMTI01.csv,42,1.0,1.0,1.0,2.1635977757962235,0.0012546504043717,20.0426742504141
/tmp/pgrcc_formal_clean_09bbd62/outputs/ai_csi_model_mismatch_seed2026091013/M2_pulse_varying_differential_phase/weak,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M2_pulse_varying_differential_phase/weak,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M2_pulse_varying_differential_phase/weak/stage2/config/production_diagnostic.xml,dff9772aa8b3fea6a0d5a4e1f34e079bfe938ee8cf822fbb8b1bcd57d5b140e5,0,pass,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M2_pulse_varying_differential_phase/weak/stage2/algorithm_result/period_0000/detection_results_GMTI01.csv,56,1.0,1.0,1.0,3.4582427494859216,0.00532101525524665,7.14751925210156
/tmp/pgrcc_formal_clean_09bbd62/outputs/ai_csi_model_mismatch_seed2026091013/M2_pulse_varying_differential_phase/zero,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M2_pulse_varying_differential_phase/zero,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M2_pulse_varying_differential_phase/zero/stage2/config/production_diagnostic.xml,8ff765f9ed044f816806f5361d0cfe6edd198f33bc0b73498cda638a84c2a56a,0,pass,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M2_pulse_varying_differential_phase/zero/stage2/algorithm_result/period_0000/detection_results_GMTI01.csv,59,1.0,1.0,1.0,3.5552607361109962,0.00556875033078047,7.16349650771648
/tmp/pgrcc_formal_clean_09bbd62/outputs/ai_csi_model_mismatch_seed2026091013/M3_internal_clutter_motion/moderate_motion,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M3_internal_clutter_motion/moderate_motion,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M3_internal_clutter_motion/moderate_motion/stage2/config/production_diagnostic.xml,bee3002f6056425e1af8c23b6657af8c2012e682f0049109179864991b8319df,0,pass,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M3_internal_clutter_motion/moderate_motion/stage2/algorithm_result/period_0000/detection_results_GMTI01.csv,5,0.9743589743589741,0.974358974358974,0.974358974358974,10.913265851887424,5.63464911777776,17.9995594992302
/tmp/pgrcc_formal_clean_09bbd62/outputs/ai_csi_model_mismatch_seed2026091013/M3_internal_clutter_motion/static_regression,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M3_internal_clutter_motion/static_regression,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M3_internal_clutter_motion/static_regression/stage2/config/production_diagnostic.xml,f8637e2b917e0101253f111d8a824abd8835d6f1c17046a1155621d88001614e,0,pass,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M3_internal_clutter_motion/static_regression/stage2/algorithm_result/period_0000/detection_results_GMTI01.csv,59,1.0,1.0,1.0,3.5552607361109962,0.00556875033078047,7.16349650771648
/tmp/pgrcc_formal_clean_09bbd62/outputs/ai_csi_model_mismatch_seed2026091013/M3_internal_clutter_motion/strong_motion,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M3_internal_clutter_motion/strong_motion,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M3_internal_clutter_motion/strong_motion/stage2/config/production_diagnostic.xml,e247fd88cef02f85ca83ab281b7829f71a8bb6675e7e2355ca189dbc8ecda1dd,0,pass,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M3_internal_clutter_motion/strong_motion/stage2/algorithm_result/period_0000/detection_results_GMTI01.csv,8,1.0,1.0,1.0,7.725248799579844,4.67792354125493,12.0153737207297
/tmp/pgrcc_formal_clean_09bbd62/outputs/ai_csi_model_mismatch_seed2026091013/M3_internal_clutter_motion/weak_motion,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M3_internal_clutter_motion/weak_motion,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M3_internal_clutter_motion/weak_motion/stage2/config/production_diagnostic.xml,e14a21b674a95fa17c40b23752c67da4e2b9c67dcba114388ee3e573855df9b5,0,pass,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_p38_cfar_diagnostics_formal_clean/outputs/ai_csi_model_mismatch_seed2026091013/M3_internal_clutter_motion/weak_motion/stage2/algorithm_result/period_0000/detection_results_GMTI01.csv,6,0.974358974358974,0.974358974358974,0.974358974358974,7.582107489412567,4.19377100213723,16.4733043094226
