method,estimated_delay_ns,status,gmticore_exit_code,current_cancellation_db,estimated_cancellation_db,headroom_gain_db_vs_current,current_coherence,estimated_coherence,current_phase_rmse_rad,estimated_phase_rmse_rad,manifest
D3_Huber_weighted_LS,8.630153763101095,pass,0,4.51047759493049,7.69013831468642,3.1796607197559306,0.807070479984907,0.915839546362788,0.735420691632557,0.453579411138453,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/causal_detection_audit/mixed_m1m2_b/correction_d3_target_only/D3_Huber_weighted_LS/stage2/algorithm_result/period_0000/csi_metrics/20260910_173838_073582/csi_roi_manifest.csv
