split,scene_id,role,method,status,pfa,hit_cells,false_clusters,selected,valid_cfar_test_cells,configured_pf,cfar_mode,lambda
target_safe_oracle,target_safe_oracle_008,target_on,J5_Selective_Physics_Calibration,measured,0.010661288831360947,5535,67,67,519168,1e-06,dynamic,0.5
target_safe_oracle,target_safe_oracle_008,target_off,J5_Selective_Physics_Calibration,measured,0.010576537845167653,5491,69,69,519168,1e-06,dynamic,0.75
target_safe_oracle,target_safe_oracle_008,target_on,J5_Selective_Physics_Calibration,measured,0.010568833210059171,5487,70,70,519168,1e-06,dynamic,0.75
target_safe_oracle,target_safe_oracle_008,target_off,J5_Selective_Physics_Calibration,measured,0.010603504068047337,5505,64,64,519168,1e-06,dynamic,1.0
target_safe_oracle,target_safe_oracle_008,target_on,J5_Selective_Physics_Calibration,measured,0.010576537845167653,5491,64,64,519168,1e-06,dynamic,1.0
target_safe_oracle,target_safe_oracle_008,target_off,J6_Joint_Phase_Surface,measured,0.01073448286489152,5573,53,53,519168,1e-06,dynamic,0.0
target_safe_oracle,target_safe_oracle_008,target_on,J6_Joint_Phase_Surface,measured,0.010701738165680473,5556,53,53,519168,1e-06,dynamic,0.0
target_safe_oracle,target_safe_oracle_008,target_off,J6_Joint_Phase_Surface,measured,0.010780710675542406,5597,64,64,519168,1e-06,dynamic,0.25
target_safe_oracle,target_safe_oracle_008,target_on,J6_Joint_Phase_Surface,measured,0.010744113658777121,5578,64,64,519168,1e-06,dynamic,0.25
target_safe_oracle,target_safe_oracle_008,target_off,J6_Joint_Phase_Surface,measured,0.010717147435897436,5564,65,65,519168,1e-06,dynamic,0.5
target_safe_oracle,target_safe_oracle_008,target_on,J6_Joint_Phase_Surface,measured,0.010707516642011835,5559,65,65,519168,1e-06,dynamic,0.5
target_safe_oracle,target_safe_oracle_008,target_off,J6_Joint_Phase_Surface,measured,0.01061698717948718,5512,63,63,519168,1e-06,dynamic,0.75
target_safe_oracle,target_safe_oracle_008,target_on,J6_Joint_Phase_Surface,measured,0.010642027243589744,5525,63,63,519168,1e-06,dynamic,0.75
target_safe_oracle,target_safe_oracle_008,target_off,J6_Joint_Phase_Surface,measured,0.010597725591715977,5502,64,64,519168,1e-06,dynamic,1.0
target_safe_oracle,target_safe_oracle_008,target_on,J6_Joint_Phase_Surface,measured,0.010576537845167653,5491,64,64,519168,1e-06,dynamic,1.0
target_safe_oracle,target_safe_oracle_009,target_off,J0_Current,measured,0.008478950936883629,4402,20,20,519168,1e-06,dynamic,0.0
target_safe_oracle,target_safe_oracle_009,target_on,J0_Current,measured,0.008494360207100591,4410,19,19,519168,1e-06,dynamic,0.0
target_safe_oracle,target_safe_oracle_009,target_off,J5_Selective_Physics_Calibration,measured,0.008478950936883629,4402,20,20,519168,1e-06,dynamic,0.0
target_safe_oracle,target_safe_oracle_009,target_on,J5_Selective_Physics_Calibration,measured,0.008494360207100591,4410,19,19,519168,1e-06,dynamic,0.0
target_safe_oracle,target_safe_oracle_009,target_off,J5_Selective_Physics_Calibration,measured,0.00855407112919132,4441,25,25,519168,1e-06,dynamic,0.25
target_safe_oracle,target_safe_oracle_009,target_on,J5_Selective_Physics_Calibration,measured,0.008582963510848127,4456,25,25,519168,1e-06,dynamic,0.25
target_safe_oracle,target_safe_oracle_009,target_off,J5_Selective_Physics_Calibration,measured,0.0085425141765286,4435,25,25,519168,1e-06,dynamic,0.5
target_safe_oracle,target_safe_oracle_009,target_on,J5_Selective_Physics_Calibration,measured,0.008532883382642999,4430,25,25,519168,1e-06,dynamic,0.5
target_safe_oracle,target_safe_oracle_009,target_off,J5_Selective_Physics_Calibration,measured,0.008530957223865878,4429,23,23,519168,1e-06,dynamic,0.75
target_safe_oracle,target_safe_oracle_009,target_on,J5_Selective_Physics_Calibration,measured,0.008463541666666666,4394,23,23,519168,1e-06,dynamic,0.75
target_safe_oracle,target_safe_oracle_009,target_off,J5_Selective_Physics_Calibration,measured,0.008638822115384616,4485,27,27,519168,1e-06,dynamic,1.0
target_safe_oracle,target_safe_oracle_009,target_on,J5_Selective_Physics_Calibration,measured,0.008642674432938856,4487,27,27,519168,1e-06,dynamic,1.0
target_safe_oracle,target_safe_oracle_009,target_off,J6_Joint_Phase_Surface,measured,0.008478950936883629,4402,20,20,519168,1e-06,dynamic,0.0
target_safe_oracle,target_safe_oracle_009,target_on,J6_Joint_Phase_Surface,measured,0.008494360207100591,4410,19,19,519168,1e-06,dynamic,0.0
target_safe_oracle,target_safe_oracle_009,target_off,J6_Joint_Phase_Surface,measured,0.008540588017751479,4434,24,24,519168,1e-06,dynamic,0.25
target_safe_oracle,target_safe_oracle_009,target_on,J6_Joint_Phase_Surface,measured,0.008661936020710059,4497,24,24,519168,1e-06,dynamic,0.25
target_safe_oracle,target_safe_oracle_009,target_off,J6_Joint_Phase_Surface,measured,0.008540588017751479,4434,23,23,519168,1e-06,dynamic,0.5
target_safe_oracle,target_safe_oracle_009,target_on,J6_Joint_Phase_Surface,measured,0.008569480399408283,4449,23,23,519168,1e-06,dynamic,0.5
target_safe_oracle,target_safe_oracle_009,target_off,J6_Joint_Phase_Surface,measured,0.008498212524654832,4412,25,25,519168,1e-06,dynamic,0.75
target_safe_oracle,target_safe_oracle_009,target_on,J6_Joint_Phase_Surface,measured,0.00848665557199211,4406,25,25,519168,1e-06,dynamic,0.75
target_safe_oracle,target_safe_oracle_009,target_off,J6_Joint_Phase_Surface,measured,0.008567554240631164,4448,26,26,519168,1e-06,dynamic,1.0
target_safe_oracle,target_safe_oracle_009,target_on,J6_Joint_Phase_Surface,measured,0.008577185034516766,4453,26,26,519168,1e-06,dynamic,1.0
target_safe_oracle,target_safe_oracle_010,target_off,J0_Current,measured,0.008128390039447733,4220,23,23,519168,1e-06,dynamic,0.0
target_safe_oracle,target_safe_oracle_010,target_on,J0_Current,measured,0.008134168515779092,4223,23,23,519168,1e-06,dynamic,0.0
target_safe_oracle,target_safe_oracle_010,target_off,J5_Selective_Physics_Calibration,measured,0.008128390039447733,4220,23,23,519168,1e-06,dynamic,0.0
target_safe_oracle,target_safe_oracle_010,target_on,J5_Selective_Physics_Calibration,measured,0.008134168515779092,4223,23,23,519168,1e-06,dynamic,0.0
target_safe_oracle,target_safe_oracle_010,target_off,J5_Selective_Physics_Calibration,measured,0.008126463880670612,4219,23,23,519168,1e-06,dynamic,0.25
target_safe_oracle,target_safe_oracle_010,target_on,J5_Selective_Physics_Calibration,measured,0.008138020833333334,4225,23,23,519168,1e-06,dynamic,0.25
target_safe_oracle,target_safe_oracle_010,target_off,J5_Selective_Physics_Calibration,measured,0.008132242357001973,4222,23,23,519168,1e-06,dynamic,0.5
target_safe_oracle,target_safe_oracle_010,target_on,J5_Selective_Physics_Calibration,measured,0.008139946992110453,4226,23,23,519168,1e-06,dynamic,0.5
target_safe_oracle,target_safe_oracle_010,target_off,J5_Selective_Physics_Calibration,measured,0.008126463880670612,4219,23,23,519168,1e-06,dynamic,0.75
target_safe_oracle,target_safe_oracle_010,target_on,J5_Selective_Physics_Calibration,measured,0.008130316198224852,4221,23,23,519168,1e-06,dynamic,0.75
target_safe_oracle,target_safe_oracle_010,target_off,J5_Selective_Physics_Calibration,measured,0.008128390039447733,4220,23,23,519168,1e-06,dynamic,1.0
target_safe_oracle,target_safe_oracle_010,target_on,J5_Selective_Physics_Calibration,measured,0.008132242357001973,4222,23,23,519168,1e-06,dynamic,1.0
target_safe_oracle,target_safe_oracle_010,target_off,J6_Joint_Phase_Surface,measured,0.008128390039447733,4220,23,23,519168,1e-06,dynamic,0.0
target_safe_oracle,target_safe_oracle_010,target_on,J6_Joint_Phase_Surface,measured,0.008134168515779092,4223,23,23,519168,1e-06,dynamic,0.0
target_safe_oracle,target_safe_oracle_010,target_off,J6_Joint_Phase_Surface,measured,0.008084088387573964,4197,23,23,519168,1e-06,dynamic,0.25
target_safe_oracle,target_safe_oracle_010,target_on,J6_Joint_Phase_Surface,measured,0.008086014546351085,4198,23,23,519168,1e-06,dynamic,0.25
target_safe_oracle,target_safe_oracle_010,target_off,J6_Joint_Phase_Surface,measured,0.008053269847140039,4181,23,23,519168,1e-06,dynamic,0.5
target_safe_oracle,target_safe_oracle_010,target_on,J6_Joint_Phase_Surface,measured,0.008062900641025642,4186,23,23,519168,1e-06,dynamic,0.5
target_safe_oracle,target_safe_oracle_010,target_off,J6_Joint_Phase_Surface,measured,0.00799933740138067,4153,24,24,519168,1e-06,dynamic,0.75
target_safe_oracle,target_safe_oracle_010,target_on,J6_Joint_Phase_Surface,measured,0.008012820512820512,4160,24,24,519168,1e-06,dynamic,0.75
target_safe_oracle,target_safe_oracle_010,target_off,J6_Joint_Phase_Surface,measured,0.007983928131163708,4145,23,23,519168,1e-06,dynamic,1.0
target_safe_oracle,target_safe_oracle_010,target_on,J6_Joint_Phase_Surface,measured,0.00799355892504931,4150,23,23,519168,1e-06,dynamic,1.0
target_safe_oracle,target_safe_oracle_011,target_off,J0_Current,measured,0.01068055041913215,5545,18,18,519168,1e-06,dynamic,0.0
target_safe_oracle,target_safe_oracle_011,target_on,J0_Current,measured,0.010701738165680473,5556,17,17,519168,1e-06,dynamic,0.0
target_safe_oracle,target_safe_oracle_011,target_off,J5_Selective_Physics_Calibration,measured,0.01068055041913215,5545,18,18,519168,1e-06,dynamic,0.0
target_safe_oracle,target_safe_oracle_011,target_on,J5_Selective_Physics_Calibration,measured,0.010701738165680473,5556,17,17,519168,1e-06,dynamic,0.0
target_safe_oracle,target_safe_oracle_011,target_off,J5_Selective_Physics_Calibration,measured,0.01068055041913215,5545,18,18,519168,1e-06,dynamic,0.25
target_safe_oracle,target_safe_oracle_011,target_on,J5_Selective_Physics_Calibration,measured,0.010701738165680473,5556,17,17,519168,1e-06,dynamic,0.25
target_safe_oracle,target_safe_oracle_011,target_off,J5_Selective_Physics_Calibration,measured,0.01068055041913215,5545,18,18,519168,1e-06,dynamic,0.5
target_safe_oracle,target_safe_oracle_011,target_on,J5_Selective_Physics_Calibration,measured,0.010701738165680473,5556,17,17,519168,1e-06,dynamic,0.5
target_safe_oracle,target_safe_oracle_011,target_off,J5_Selective_Physics_Calibration,measured,0.01068055041913215,5545,18,18,519168,1e-06,dynamic,0.75
target_safe_oracle,target_safe_oracle_011,target_on,J5_Selective_Physics_Calibration,measured,0.010701738165680473,5556,17,17,519168,1e-06,dynamic,0.75
target_safe_oracle,target_safe_oracle_011,target_off,J5_Selective_Physics_Calibration,measured,0.01068055041913215,5545,18,18,519168,1e-06,dynamic,1.0
target_safe_oracle,target_safe_oracle_011,target_on,J5_Selective_Physics_Calibration,measured,0.010701738165680473,5556,17,17,519168,1e-06,dynamic,1.0
target_safe_oracle,target_safe_oracle_011,target_off,J6_Joint_Phase_Surface,measured,0.01068055041913215,5545,18,18,519168,1e-06,dynamic,0.0
target_safe_oracle,target_safe_oracle_011,target_on,J6_Joint_Phase_Surface,measured,0.010701738165680473,5556,17,17,519168,1e-06,dynamic,0.0
target_safe_oracle,target_safe_oracle_011,target_off,J6_Joint_Phase_Surface,measured,0.01068055041913215,5545,18,18,519168,1e-06,dynamic,0.25
target_safe_oracle,target_safe_oracle_011,target_on,J6_Joint_Phase_Surface,measured,0.010701738165680473,5556,17,17,519168,1e-06,dynamic,0.25
target_safe_oracle,target_safe_oracle_011,target_off,J6_Joint_Phase_Surface,measured,0.01068055041913215,5545,18,18,519168,1e-06,dynamic,0.5
target_safe_oracle,target_safe_oracle_011,target_on,J6_Joint_Phase_Surface,measured,0.010701738165680473,5556,17,17,519168,1e-06,dynamic,0.5
target_safe_oracle,target_safe_oracle_011,target_off,J6_Joint_Phase_Surface,measured,0.01068055041913215,5545,18,18,519168,1e-06,dynamic,0.75
target_safe_oracle,target_safe_oracle_011,target_on,J6_Joint_Phase_Surface,measured,0.010701738165680473,5556,17,17,519168,1e-06,dynamic,0.75
target_safe_oracle,target_safe_oracle_011,target_off,J6_Joint_Phase_Surface,measured,0.01068055041913215,5545,18,18,519168,1e-06,dynamic,1.0
target_safe_oracle,target_safe_oracle_011,target_on,J6_Joint_Phase_Surface,measured,0.010701738165680473,5556,17,17,519168,1e-06,dynamic,1.0
