method,estimated_delay_ns,status,gmticore_exit_code,current_cancellation_db,estimated_cancellation_db,headroom_gain_db_vs_current,current_coherence,estimated_coherence,current_phase_rmse_rad,estimated_phase_rmse_rad,manifest
D3_Huber_weighted_LS,8.630153763101095,pass,0,12.7440761547965,20.4784609492328,7.7343847944363,0.973420068004335,0.995535910251453,0.260687596767645,0.100245109402666,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/causal_detection_audit/mixed_m1m2_b/correction_d3_negative/D3_Huber_weighted_LS/stage2/algorithm_result/period_0000/csi_metrics/20260910_173822_669097/csi_roi_manifest.csv
