family,mechanism,oracle,status,gmticore_exit_code,delta_cancellation_db,delta_phase_rmse_rad,delta_coherence,current_cancellation_db,oracle_cancellation_db,current_phase_rmse_rad,oracle_phase_rmse_rad,current_coherence,oracle_coherence,oracle_bypass_fraction,input_truth_not_used_by_estimator,manifest,residual_summary,oracle_artifacts,headroom_interpretation
M1_fractional_channel_delay,fractional_channel_delay,inverse_known_fractional_delay_on_raw_channel_2,pass,0,6.9709431583018,-0.138229497424697,0.018329248527785058,13.3731448061932,20.344087964495,0.241208050593399,0.102978553168702,0.97705488590825,0.995384134436035,,True,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_oracle_formal_seed2026091011/M1_fractional_channel_delay/stage2/algorithm_result/period_0000/csi_metrics/20260910_134305_461767/csi_roi_manifest.csv,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_oracle_formal_seed2026091011/M1_fractional_channel_delay/residual_texture/residual_texture_summary.json,,positive cancellation delta and lower phase RMSE support a recoverable calibration-model component
M2_pulse_varying_differential_phase,pulse_varying_differential_phase,inverse_known_phase_trajectory_on_raw_channel_2,pass,0,3.8834970173724983,-0.034352899445932,0.0020737768956480274,21.4076708670262,25.2911678843987,0.0904247580078701,0.0560718585619381,0.996447650231412,0.99852142712706,,True,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_oracle_formal_seed2026091011/M2_pulse_varying_differential_phase/stage2/algorithm_result/period_0000/csi_metrics/20260910_134307_177653/csi_roi_manifest.csv,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_oracle_formal_seed2026091011/M2_pulse_varying_differential_phase/residual_texture/residual_texture_summary.json,,positive cancellation delta and lower phase RMSE support a recoverable calibration-model component
M3_internal_clutter_motion,temporal_decorrelation,perfect_phase_row_upper_bound_without_decorrelation_inversion,pass,,0.27378530937231815,0.1873056199766025,0.0,8.29587797409602,8.569663283468339,0.400256571976991,0.5875621919535935,0.925975516187003,0.925975516187003,0.0,True,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_formal_m3_seed2026091011/M3_internal_clutter_motion/strong_motion/stage2/algorithm_result/period_0000/csi_metrics/20260910_133443_475118/csi_roi_manifest.csv,,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_oracle_formal_seed2026091011/M3_internal_clutter_motion,row-wise complex-LS phase improves cancellation only within this small headroom; the remaining residual is consistent with temporal decorrelation rather than a recoverable single phase model
