family,level,value,p38_k_rad_per_hz,p38_b_rad,csi_coherence,csi_cancellation_db
M3_internal_clutter_motion,static_regression,1.0,0.000999101786874235,-0.00820755958557129,0.998521427142009,25.2911679320938
M3_internal_clutter_motion,weak_motion,0.99,0.00197028974071145,-0.00644517224282026,0.991199771645152,17.5175288014877
M3_internal_clutter_motion,moderate_motion,0.95,0.00370796141214669,-0.0339905135333538,0.967096438202966,11.8164486538142
M3_internal_clutter_motion,strong_motion,0.8,0.00650013098493218,-0.0571226142346859,0.925975516187003,8.29587797409602
