family,level,parameter,value,status,simulate_exit_code,gmticore_exit_code,audit_exit_code,same_as_zero_baseline,rho_median,coherence_gate_pass_fraction,coherence_gate_bypass_fraction,phase_rmse_rad,phase_signature,wideband_delay_ns,amplitude_median_db,csi_coherence,csi_rmse_rad,csi_cancellation_db,p38_k_rad_per_hz,p38_b_rad,gate_rows,gate_bypassed_rows,gate_coherence_mean,cfar_hit_cells,cfar_clusters,cfar_selected,truth_phase_slope_deg_per_pulse,truth_effective_shift_samples,expected_phase_slope_rad_per_hz,measured_slope_rad_per_hz,measured_minus_baseline_slope_rad_per_hz,phase_slope_status,raw_sha256,residual_summary
M3_internal_clutter_motion,static_regression,scene.area_clutter.temporal_correlation_rho,1.0,pass,0,0,0,True,0.9872804299038348,1.0,0.0,0.17848316710917927,nonlinear_or_mixed_trend,0.03599618690042654,-0.041701315126830084,0.998521427142009,0.0560718574794563,25.2911679320938,0.000999101786874235,-0.00820755958557129,39,0,0.981472,2523,64,64,,,,,,,e9821a17871721f34a2d7224af756c9367f8a493203538e5146bc84384d8e042,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_formal_m3_seed2026091011/M3_internal_clutter_motion/static_regression/residual_texture/residual_texture_summary.json
M3_internal_clutter_motion,weak_motion,scene.area_clutter.temporal_correlation_rho,0.99,pass,0,0,0,False,0.9791276781717905,1.0,0.0,0.34259772721397863,nonlinear_or_mixed_trend,-0.01829569766544827,-0.06828928002397575,0.991199771645152,0.137260607869669,17.5175288014877,0.00197028974071145,-0.00644517224282026,39,0,0.951328,2039,10,10,,,,,,,f194bfbf67df448552f44e0b8ede204516855765fc3634be2440432316566a4c,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_formal_m3_seed2026091011/M3_internal_clutter_motion/weak_motion/residual_texture/residual_texture_summary.json
M3_internal_clutter_motion,moderate_motion,scene.area_clutter.temporal_correlation_rho,0.95,pass,0,0,0,False,0.9469572418858522,1.0,0.0,0.46812168357003187,constant_offset_or_random_residual,0.07194926193863863,-0.06623464879086806,0.967096438202966,0.263713919304103,11.8164486538142,0.00370796141214669,-0.0339905135333538,39,0,0.911911,2018,3,3,,,,,,,bad193fb0003254e8d2fb646fb261b88f501e5579ba1c584206663e5243dbc2c,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_formal_m3_seed2026091011/M3_internal_clutter_motion/moderate_motion/residual_texture/residual_texture_summary.json
M3_internal_clutter_motion,strong_motion,scene.area_clutter.temporal_correlation_rho,0.8,pass,0,0,0,False,0.8991978797399315,1.0,0.0,0.5996418790945592,constant_offset_or_random_residual,0.29891456250599385,-0.04421884713876064,0.925975516187003,0.400256571976991,8.29587797409602,0.00650013098493218,-0.0571226142346859,39,0,0.88401,2270,5,5,,,,,,,93981ad682f34762c481b32f23235f7d77a2abda91e58bcba39ff99bdd66124f,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/ai_csi_model_mismatch_formal_m3_seed2026091011/M3_internal_clutter_motion/strong_motion/residual_texture/residual_texture_summary.json
