family,level,value,rho_median,gate_rows,gate_bypassed_rows,coherence_gate_pass_fraction,coherence_gate_bypass_fraction,csi_coherence
M3_internal_clutter_motion,static_regression,1.0,0.9872804299038348,39,0,1.0,0.0,0.998521427142009
M3_internal_clutter_motion,weak_motion,0.99,0.9791276781717905,39,0,1.0,0.0,0.991199771645152
M3_internal_clutter_motion,moderate_motion,0.95,0.9469572418858522,39,0,1.0,0.0,0.967096438202966
M3_internal_clutter_motion,strong_motion,0.8,0.8991978797399315,39,0,1.0,0.0,0.925975516187003
