method,status,gmticore_exit_code,estimated_phase_slope_deg_per_pulse,current_cancellation_db,estimated_cancellation_db,headroom_gain_db_vs_current,current_coherence,estimated_coherence,current_phase_rmse_rad,estimated_phase_rmse_rad,manifest
P1_robust_constant_linear,pass,0,0.4888008414631225,1.45286466325023,-3.83058788415953,-5.28345254740976,0.668613680950558,0.271291534422404,0.944555853824701,2.01845531074704,/home/shy/AIR/SAR+AI/project/PGRCC/outputs/causal_detection_audit/mixed_m2m3_b/correction_p1_target_only/P1_robust_constant_linear/stage2/algorithm_result/period_0000/csi_metrics/20260910_174000_565758/csi_roi_manifest.csv
